Flow IAT Mean,Bwd Packet Length Max,Flow Duration,Flow Packets/s,Init_Win_bytes_forward,Bwd Packets/s,Packet Length Variance,Bwd IAT Total,Packet Length Mean,Fwd IAT Min,Total Length of Fwd Packets,Bwd IAT Max,Packet_Balance,Flow IAT Min,Traffic_Ratio,Fwd Packet Length Max,Flow Bytes/s,Total Fwd Packets,Fwd IAT Mean,Init_Win_bytes_backward,Flow IAT Std,Actual_Label,Predicted_Label
1.7138909,-0.03300254,0.74136364,-0.011889957,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20797.812,-0.30395138,-0.00022246916,1399977.0,20373.348,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.008344127,-0.03300254,-0.0017653949,9.514333,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,1.5625,-0.30395138,-0.00022246916,399992.0,1.5102041,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010373971,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
-0.008334613,-0.03300254,-0.001764712,5.451662,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,2.7708333,-0.30395138,-0.00022246916,399992.0,2.6938775,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010318733,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
-0.008302793,-0.03300254,-0.0017624281,2.2397313,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,6.8125,-0.30395138,-0.00022246916,399992.0,6.6530614,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010133971,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
1.7138909,-0.03300254,0.7411993,-0.0118899485,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20758.229,-0.30395138,-0.00022246916,1399977.0,20334.572,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
1.7138909,-0.03300254,0.74157506,-0.011889969,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20756.791,-0.30395138,-0.00022246916,1399977.0,20333.164,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
1.7138909,-0.03300254,0.74165344,-0.011889974,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20810.938,-0.30395138,-0.00022246916,1399977.0,20386.203,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.008334122,-0.03300254,-0.0017646768,5.3337426,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,2.8333333,-0.30395138,-0.00022246916,399992.0,2.7551022,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010315876,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
-0.008318704,-0.03300254,-0.0017635701,3.1771188,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,4.7916665,-0.30395138,-0.00022246916,399992.0,4.6734695,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010226351,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
1.7138909,-0.03300254,0.7412627,-0.011889951,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20786.771,-0.30395138,-0.00022246916,1399977.0,20362.531,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
1.7138909,-0.03300254,0.741443,-0.011889962,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20762.312,-0.30395138,-0.00022246916,1399977.0,20338.572,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.008335598,-0.03300254,-0.0017647827,5.7038274,0.004608295,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,2.6458333,-0.30395138,-0.00022246916,399992.0,2.5714285,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010324448,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
-0.008018048,-0.03300254,-0.0017419903,0.34772453,0.009016229,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,42.979168,-0.30395138,-0.00022246916,399992.0,42.081635,-0.38353312,-0.1625,-0.051480275,-0.2,-0.00084806373,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
1.7138909,-0.03300254,0.74121666,-0.011889949,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20788.854,-0.30395138,-0.00022246916,1399977.0,20364.572,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.008323296,-0.03300254,-0.0017638997,3.6126964,0.0,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,4.2083335,-0.30395138,-0.00022246916,399992.0,4.102041,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010253019,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
-0.008304269,-0.03300254,-0.001762534,2.3028622,0.004608295,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,6.625,-0.30395138,-0.00022246916,399992.0,6.4693875,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010142543,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
1.7138909,-0.03300254,0.7416622,-0.011889974,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20827.291,-0.30395138,-0.00022246916,1399977.0,20402.225,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
1.7138909,-0.03300254,0.74184644,-0.011889984,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20809.229,-0.30395138,-0.00022246916,1399977.0,20384.531,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.008317555,-0.03300254,-0.0017634877,3.0841048,0.004608295,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,4.9375,-0.30395138,-0.00022246916,399992.0,4.8163266,-0.38353312,-0.1625,-0.051480275,-0.2,-0.0010219686,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
1.7138909,-0.03300254,0.74142474,-0.011889961,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20822.562,-0.30395138,-0.00022246916,1399977.0,20397.592,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
1.7138909,-0.03300254,0.74160415,-0.011889971,5.8002405,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,20796.771,-0.30395138,-0.00022246916,1399977.0,20372.326,-0.38353312,-0.1625,-0.051480275,0.8,0.9989555,-0.4680851,0.61475426,BENIGN,DoS Slowhttptest
-0.00813188,-0.03300254,-0.0017501607,0.5296495,0.004608295,-0.01762073,-0.002146476,-0.00013862216,-0.116864376,28.520834,-0.30395138,-0.00022246916,399992.0,27.918367,-0.38353312,-0.1625,-0.051480275,-0.2,-0.000914159,-0.4680851,-0.0018273474,BENIGN,DoS Hulk
